trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
423,False,"{'a': 0.7, 'e': 0.15399999999999925}",20,9,19.268915655900248,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.15199999999999925}",20,0,-30.57844406859833,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.7, 'e': 0.14999999999999925}",30,16,13.116444179263228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.7, 'e': 0.14799999999999924}",25,4,23.29177073032905,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.7, 'e': 0.14599999999999924}",20,8,9.671103852938439,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 0.14399999999999924}",25,3,19.32783677749432,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.7, 'e': 0.14199999999999924}",20,2,-1.0593884169528225,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.7, 'e': 0.13999999999999924}",25,9,20.167628932394063,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.7, 'e': 0.13799999999999923}",20,0,-15.32366669191162,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
432,False,"{'a': 0.7, 'e': 0.13599999999999923}",30,14,29.95763798731167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7, 'e': 0.13399999999999923}",25,5,33.9771738430174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.7, 'e': 0.13199999999999923}",20,15,12.285888982754077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 0.12999999999999923}",25,15,15.945578452574196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7, 'e': 0.12799999999999923}",25,0,18.082168365470427,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
437,False,"{'a': 0.7, 'e': 0.12599999999999922}",25,13,21.186753485652538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7, 'e': 0.12399999999999922}",20,10,18.693391290428004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7, 'e': 0.12199999999999922}",30,10,14.680459602307423,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.7, 'e': 0.11999999999999922}",25,11,12.129494896292417,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.7, 'e': 0.11799999999999922}",25,14,-0.3097146553391763,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
442,False,"{'a': 0.7, 'e': 0.11599999999999921}",25,20,10.633309195824078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7, 'e': 0.11399999999999921}",20,0,-30.591726106335496,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
444,False,"{'a': 0.7, 'e': 0.11199999999999921}",25,11,3.273565601493191,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 0.10999999999999921}",25,13,12.640698868998083,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.7, 'e': 0.10799999999999921}",20,9,24.97953845722843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7, 'e': 0.1059999999999992}",20,13,4.880498115129932,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7, 'e': 0.1039999999999992}",30,18,24.896998531784437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.7, 'e': 0.1019999999999992}",20,2,25.35619480104448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.7, 'e': 0.0999999999999992}",25,1,-1.9312720006299808,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
451,False,"{'a': 0.7, 'e': 0.0979999999999992}",20,6,24.74135841545434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 0.0959999999999992}",25,10,18.052763284075127,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7, 'e': 0.0939999999999992}",25,11,14.822816775973338,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.7, 'e': 0.0919999999999992}",30,13,21.26946183364104,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 0.08999999999999919}",20,14,-0.9963519245286836,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 0.08799999999999919}",20,5,-15.682829066170223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.7, 'e': 0.08599999999999919}",25,7,31.80036122765299,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7, 'e': 0.08399999999999919}",30,12,31.84722099798284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7, 'e': 0.08199999999999918}",20,11,19.350147771760234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7, 'e': 0.07999999999999918}",20,15,8.86668116032457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.7, 'e': 0.07799999999999918}",30,12,29.845526349623807,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.7, 'e': 0.07599999999999918}",20,14,-16.684714690217984,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
463,False,"{'a': 0.7, 'e': 0.07399999999999918}",25,7,-47.5858236340964,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
464,False,"{'a': 0.7, 'e': 0.07199999999999918}",25,13,24.488417918179465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7, 'e': 0.06999999999999917}",20,15,11.27961988738986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.7, 'e': 0.06799999999999917}",30,12,34.20029535218237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.7, 'e': 0.06599999999999917}",25,14,20.047922510608817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.7, 'e': 0.06399999999999917}",30,15,27.887589517697556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.7, 'e': 0.06199999999999917}",20,16,6.768446290368418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.7, 'e': 0.059999999999999165}",30,18,16.404742769539496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.7, 'e': 0.05799999999999916}",25,15,17.79392374821161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 0.05599999999999916}",25,13,15.441886477382512,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.7, 'e': 0.05399999999999916}",30,0,48.52255205187005,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.7, 'e': 0.05199999999999916}",35,12,29.814620063462677,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.7, 'e': 0.049999999999999156}",20,3,28.879407712173773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,21,25.053061126703337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,25,19.60586811484659,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,17.017006914516834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,0,50.949681488950446,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,10,15.42346753014274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,18,25.562673634301643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,17.89088979912407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,14,30.59804337655363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,3,27.91957207356885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,24.41097324618235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,5,39.43166113144431,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,12,24.398916166860303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,14,22.957158278674243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,19,22.956884662784766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,5,37.149320198425656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,14,10.06971288537449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,32.00566572313951,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",30,7,36.152154735022236,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,3,40.17176259937471,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,3,38.54978444349584,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
